0.8252852302 0.8512403013 -0.0050340348
0.8252852302 0.8512403013 -0.0050340348
0.8252852302 0.8512403013 -0.0050340348
0.8252852302 0.8512403013 -0.0050340348
0.8252852302 0.8512403013 -0.0050340348
0.8252852302 0.8512403013 -0.0050340348
0.8252852302 0.8512403013 -0.0050340348
0.8252852302 0.8512403013 -0.0050340348
0.8252852302 0.8512403013 -0.0050340348
0.8252852302 0.8512403013 -0.0050340348
0.8252852302 0.8512403013 -0.0050340348
0.8252852302 0.8512403013 -0.0050340348
0.8252852302 0.8512403013 -0.0050340348
0.8252852302 0.8512403013 -0.0050340348
0.8252852302 0.8512403013 -0.0050340348
0.8252852302 0.8512403013 -0.0050340348
0.8252852302 0.8512403013 -0.0050340348
0.8252852302 0.8512403013 -0.0050340348
0.8252852302 0.8512403013 -0.0050340348
0.8252852302 0.8512403013 -0.0050340348
