5.404743e+00,1.159703e-08,1.000000e+00,-4.702734e+00,1.868139e-01,7.642096e-02,1.847097e-02,1.507465e-02,1.000000e-08,1.070246e-17,5.351227e-18
5.397467e+00,1.189481e-08,9.335221e-01,-4.409784e+00,1.778416e-01,6.999284e-02,1.658492e-02,1.280812e-02,2.624493e-02,1.163339e-17,5.255330e-18
5.383949e+00,1.244093e-08,8.253754e-01,-3.930505e+00,1.630219e-01,5.987638e-02,1.368772e-02,9.572908e-03,7.740984e-02,1.339216e-17,5.082972e-18
5.370258e+00,1.298493e-08,7.327701e-01,-3.516880e+00,1.500749e-01,5.156496e-02,1.138019e-02,7.229192e-03,1.324658e-01,1.521020e-17,4.915946e-18
5.355751e+00,1.355156e-08,6.496652e-01,-3.142510e+00,1.382138e-01,4.439718e-02,9.450345e-03,5.444823e-03,1.943998e-01,1.717389e-17,4.747101e-18
5.340451e+00,1.413864e-08,5.755605e-01,-2.805486e+00,1.274055e-01,3.825021e-02,7.846048e-03,4.096078e-03,2.637875e-01,1.928354e-17,4.577901e-18
5.324307e+00,1.474674e-08,5.095569e-01,-2.502082e+00,1.175579e-01,3.297964e-02,6.513129e-03,3.078104e-03,3.415844e-01,2.154908e-17,4.409048e-18
5.307271e+00,1.537631e-08,4.508620e-01,-2.229006e+00,1.085909e-01,2.846293e-02,5.406747e-03,2.311155e-03,4.288498e-01,2.398048e-17,4.241389e-18
5.289287e+00,1.602799e-08,3.987497e-01,-1.983224e+00,1.004308e-01,2.459397e-02,4.489230e-03,1.734266e-03,5.267964e-01,2.658889e-17,4.075852e-18
5.270292e+00,1.670257e-08,3.525615e-01,-1.761968e+00,9.301091e-02,2.128146e-02,3.729074e-03,1.301009e-03,6.368099e-01,2.938682e-17,3.913467e-18
5.250215e+00,1.740112e-08,3.117027e-01,-1.562716e+00,8.627132e-02,1.844705e-02,3.099968e-03,9.761076e-04,7.604756e-01,3.238857e-17,3.755390e-18
5.228976e+00,1.812500e-08,2.756380e-01,-1.383176e+00,8.015879e-02,1.602365e-02,2.579975e-03,7.328143e-04,8.996112e-01,3.561075e-17,3.602927e-18
5.206479e+00,1.887603e-08,2.438878e-01,-1.221269e+00,7.462660e-02,1.395395e-02,2.150821e-03,5.508880e-04,1.056306e+00,3.907315e-17,3.457575e-18
5.182615e+00,1.965660e-08,2.160237e-01,-1.075107e+00,6.963445e-02,1.218916e-02,1.797304e-03,4.150385e-04,1.232965e+00,4.279987e-17,3.321072e-18
