7.791356504680618e-06,9.584643383484052e-10
8.610780621332552e-06,9.707022263507333e-10
9.516384324626089e-06,9.829867040239133e-10
1.051723120080771e-05,9.953165889242292e-10
1.162333806181051e-05,1.007690668013618e-09
1.284577519687474e-05,1.020107862624174e-09
1.419677716772344e-05,1.032567159133230e-09
1.568986525616830e-05,1.045067480521359e-09
1.733998278964274e-05,1.057607592238460e-09
1.916364469904539e-05,1.070186388787897e-09
2.117910280571951e-05,1.082802848410809e-09
2.340652849181556e-05,1.095455715718139e-09
2.586821458226360e-05,1.108143897108444e-09
2.858879845885812e-05,1.120866240753218e-09
3.159550863945590e-05,1.133621594316945e-09
3.491843729013453e-05,1.146408816471106e-09
3.859084139770492e-05,1.159226709632475e-09
4.264947561681323e-05,1.172074109190003e-09
4.713496012287843e-05,1.184949821789261e-09
5.209218715246060e-05,1.197852662228280e-09
5.757077029985334e-05,1.210781389532234e-09
6.362554106661115e-05,1.223734785205731e-09
7.031709763364645e-05,1.236711640044514e-09
7.771241134819200e-05,1.249710703048179e-09
8.588549699555374e-05,1.262730659615853e-09
9.491815356395940e-05,1.275770203439124e-09
1.049007829163263e-04,1.288827784763482e-09
1.159332945624905e-04,1.301901891548470e-09
1.281261055871622e-04,1.314991019570235e-09
1.416012457412214e-04,1.328093642829442e-09
1.564935787564811e-04,1.341208142629057e-09
1.729521521072439e-04,1.354332958222097e-09
1.911416887275217e-04,1.367466547348659e-09
2.112442356135248e-04,1.380607217381125e-09
2.334609858111876e-04,1.393753303622076e-09
2.580142920237960e-04,1.406903151092445e-09
2.851498919925769e-04,1.420055084875918e-09
3.151393679226079e-04,1.433207338270775e-09
3.482828645688079e-04,1.446358181883688e-09
3.849120931855259e-04,1.459505949627633e-09
4.253936514042669e-04,1.472648785188612e-09
4.701326922660057e-04,1.485784888910975e-09
5.195769791289974e-04,1.498912453004608e-09
5.742213670349657e-04,1.512029700935160e-09
6.346127553846864e-04,1.525134793742381e-09
7.013555614910102e-04,1.538225934060325e-09
7.751177697904812e-04,1.551301249789659e-09
8.566376172560946e-04,1.564359010330365e-09
9.467309819210534e-04,1.577397391530361e-09
1.046299548460350e-03,1.590414576484168e-09
1.156339832554060e-03,1.603408877238496e-09
1.277953154351212e-03,1.616431598626913e-09
1.405748469786333e-03,1.628819882640261e-09
1.533543785221454e-03,1.640058279597699e-09
1.661339100656575e-03,1.650328388530709e-09
1.789134416091696e-03,1.659811808470773e-09
1.916929731526817e-03,1.668666224429576e-09
2.000000000000000e-03,1.674115382995278e-09
2.044725046961939e-03,1.676953799635212e-09
2.172520362397060e-03,1.684719904492362e-09
2.300315677832181e-03,1.692020467758999e-09
2.428110993267302e-03,1.698912272697096e-09
2.555906308702423e-03,1.705446965665042e-09
2.683701624137544e-03,1.711655645403641e-09
2.811496939572665e-03,1.717564273748489e-09
2.939292255007787e-03,1.723198812535181e-09
3.067087570442908e-03,1.728585223599312e-09
3.194882885878029e-03,1.733747458557243e-09
3.322678201313150e-03,1.738701428067304e-09
3.450473516748271e-03,1.743461032528049e-09
3.578268832183392e-03,1.748040172338032e-09
3.706064147618514e-03,1.752452747895808e-09
3.833859463053635e-03,1.756711728656397e-09
3.961654778488756e-03,1.760826360313603e-09
4.089450093923877e-03,1.764804957624152e-09
4.217245409358998e-03,1.768655835344767e-09
4.345040724794119e-03,1.772387308232172e-09
4.472836040229241e-03,1.776007196232415e-09
4.600631355664362e-03,1.779521340036040e-09
4.728426671099482e-03,1.782935085516520e-09
4.856221986534604e-03,1.786253778547329e-09
4.984017301969726e-03,1.789482765001941e-09
5.111812617404846e-03,1.792627105728623e-09
5.239607932839968e-03,1.795690721482897e-09
5.367403248275089e-03,1.798677247999123e-09
5.495198563710209e-03,1.801590321011659e-09
5.622993879145331e-03,1.804433576254863e-09
5.750789194580453e-03,1.807210473909940e-09
5.878584510015573e-03,1.809923771943490e-09
6.006379825450694e-03,1.812576052767964e-09
6.134175140885816e-03,1.815169898795813e-09
6.261970456320937e-03,1.817707892439489e-09
