7.791356504680618e-06,2.248369134175812e-10
8.610780621332552e-06,2.246697604394831e-10
9.516384324626089e-06,2.245018252774231e-10
1.051723120080771e-05,2.243330813476634e-10
1.162333806181051e-05,2.241635009422034e-10
1.284577519687474e-05,2.239930532909151e-10
1.419677716772344e-05,2.238217078811006e-10
1.568986525616830e-05,2.236494322307623e-10
1.733998278964274e-05,2.234761934037716e-10
1.916364469904539e-05,2.233019574973210e-10
2.117910280571951e-05,2.231266906651824e-10
2.340652849181556e-05,2.229503545678419e-10
2.586821458226360e-05,2.227729163318585e-10
2.858879845885812e-05,2.225943393029962e-10
3.159550863945590e-05,2.224145857424594e-10
3.491843729013453e-05,2.222336204133450e-10
3.859084139770492e-05,2.220514069340412e-10
4.264947561681323e-05,2.218679067909295e-10
4.713496012287843e-05,2.216830927775314e-10
5.209218715246060e-05,2.214969233890224e-10
5.757077029985334e-05,2.213093689858405e-10
6.362554106661115e-05,2.211203993269868e-10
7.031709763364645e-05,2.209299867819434e-10
7.771241134819200e-05,2.207381074819436e-10
8.588549699555374e-05,2.205447408014062e-10
9.491815356395940e-05,2.203498716421747e-10
1.049007829163263e-04,2.201534897193252e-10
1.159332945624905e-04,2.199555904473663e-10
1.281261055871622e-04,2.197561726622433e-10
1.416012457412214e-04,2.195552403707902e-10
1.564935787564811e-04,2.193527974539901e-10
1.729521521072439e-04,2.191488423627284e-10
1.911416887275217e-04,2.189433699523550e-10
2.112442356135248e-04,2.187363642192508e-10
2.334609858111876e-04,2.185278023621972e-10
2.580142920237960e-04,2.183176618984972e-10
2.851498919925769e-04,2.181059282313641e-10
3.151393679226079e-04,2.178925966647295e-10
3.482828645688079e-04,2.176776647617615e-10
3.849120931855259e-04,2.174611166944659e-10
4.253936514042669e-04,2.172429312620222e-10
4.701326922660057e-04,2.170230935886563e-10
5.195769791289974e-04,2.168016042390178e-10
5.742213670349657e-04,2.165784391292025e-10
6.346127553846864e-04,2.163535840525313e-10
7.013555614910102e-04,2.161270329559296e-10
7.751177697904812e-04,2.158987645597472e-10
8.566376172560946e-04,2.156687688443716e-10
9.467309819210534e-04,2.154370308707297e-10
1.046299548460350e-03,2.152035364137626e-10
1.156339832554060e-03,2.149682716615403e-10
1.277953154351212e-03,2.147303901155188e-10
1.405748469786333e-03,2.145019729098546e-10
1.533543785221454e-03,2.142927708085442e-10
1.661339100656575e-03,2.140998608492954e-10
1.789134416091696e-03,2.139203200698158e-10
1.916929731526817e-03,2.137516027918305e-10
2.000000000000000e-03,2.136472219729812e-10
2.044725046961939e-03,2.135926704439735e-10
2.172520362397060e-03,2.134427541730476e-10
2.300315677832181e-03,2.133009256421323e-10
2.428110993267302e-03,2.131662436070403e-10
2.555906308702423e-03,2.130378502407832e-10
2.683701624137544e-03,2.129152213852209e-10
2.811496939572665e-03,2.127979162994387e-10
2.939292255007787e-03,2.126854942425217e-10
3.067087570442908e-03,2.125775144735550e-10
3.194882885878029e-03,2.124735696721832e-10
3.322678201313150e-03,2.123733862016370e-10
3.450473516748271e-03,2.122767238463807e-10
3.578268832183392e-03,2.121833423908784e-10
3.706064147618514e-03,2.120930016195943e-10
3.833859463053635e-03,2.120054770009220e-10
3.961654778488756e-03,2.119206067387553e-10
4.089450093923877e-03,2.118382447208089e-10
4.217245409358998e-03,2.117582448347973e-10
4.345040724794119e-03,2.116804609684351e-10
4.472836040229241e-03,2.116047554920886e-10
4.600631355664362e-03,2.115310247069500e-10
4.728426671099482e-03,2.114591733969728e-10
4.856221986534604e-03,2.113891063461106e-10
4.984017301969726e-03,2.113207283383169e-10
5.111812617404846e-03,2.112539490977120e-10
5.239607932839968e-03,2.111886981089438e-10
